stream_id,datum,wochentag,uhrzeit,nutzer_id,geraet,quelle,song_id,sekunden_gehoert
E-00328,2026-01-18,Sonntag,16:01,U-0054,Handy,Playlist,S-109,68
E-00329,2026-01-18,Sonntag,16:30,,Tablet,Autoplay,S-041,30
E-00330,2026-01-18,Sonntag,17:32,U-0150,Smart Speaker,Autoplay,S-083,200
E-00331,2026-01-18,Sonntag,18:17,U-0151,Smartphone,Playlist,S-043,157
E-00332,2026-01-18,Sonntag,19:09,U-0083,Handy,Playlist,S-029,181
E-00333,2026-01-18,Sonntag,19:18,U-0063,Handy,Playlist,S-018,113
E-00334,2026-01-18,Sonntag,19:27,,Handy,Autoplay,S-041,13
E-00335,2026-01-18,Sonntag,19:37,U-0149,Handy,Autoplay,S-013,29
E-00336,2026-01-18,Sonntag,19:54,U-0061,Handy,Album,S-062,102
E-00337,2026-01-18,Sonntag,20:23,U-0186,Tablet,Playlist,S-008,212
E-00338,2026-01-18,Sonntag,21:01,U-0176,Handy,Autoplay,S-024,96
E-00339,2026-01-18,Sonntag,21:06,U-0176,Handy,Playlist,S-004,156
E-00340,2026-01-18,Sonntag,21:42,U-0010,Desktop,Suche,S-052,204
E-00341,2026-01-18,Sonntag,22:01,U-0044,Smart Speaker,Playlist,S-063,298
E-00342,2026-01-18,Sonntag,22:27,U-0173,Handy,Album,S-079,27
E-00343,2026-01-18,Sonntag,22:31,U-0058,Smart Speaker,Album,S-028,195
E-00344,2026-01-18,Sonntag,23:09,U-0047,handy,Playlist,S-116,271
E-00345,2026-01-19,Montag,06:16,U-0181,Handy,Playlist,S-078,182
E-00346,2026-01-19,Montag,07:30,U-0196,Handy,Playlist,S-044,160
E-00347,2026-01-19,Montag,07:56,U-0052,Handy,Playlist,S-011,164
E-00348,2026-01-19,Montag,08:10,U-0058,Handy,Autoplay,S-032,17
E-00349,2026-01-19,Montag,08:46,U-0035,Handy,Album,S-107,301
E-00350,2026-01-19,Montag,09:47,U-0007,Handy,Suche,S-035,169
E-00351,2026-01-19,Montag,12:27,U-0183,Handy,Playlist,S-004,11
E-00352,2026-01-19,Montag,13:42,U-0066,Desktop,Autoplay,S-004,13
E-00353,2026-01-19,Montag,14:55,U-0192,Desktop,Suche,S-041,189
E-00354,2026-01-19,Montag,15:20,U-0105,Desktop,Album,S-083,200
E-00355,2026-01-19,Montag,18:05,U-0199,Smart Speaker,Album,S-021,10
E-00356,2026-01-19,Montag,18:27,,Smart Speaker,Album,S-091,216
E-00357,2026-01-19,Montag,18:30,U-0068,Desktop,Autoplay,S-088,237
E-00358,2026-01-19,Montag,21:36,U-0118,Tablet,Suche,S-009,185
E-00359,2026-01-19,Montag,21:38,U-0107,Smart Speaker,Playlist,S-011,164
E-00360,2026-01-20,Dienstag,00:35,U-0105,Tablet,Playlist,S-087,354
E-00361,2026-01-20,Dienstag,09:44,U-0113,Handy,Suche,S-057,308
E-00362,2026-01-20,Dienstag,11:56,U-0177,Tablet,Suche,S-062,8
E-00363,2026-01-20,Dienstag,12:15,U-0054,handy,Playlist,S-114,382
E-00364,2026-01-20,Dienstag,13:04,U-0156,Desktop,Autoplay,S-031,29
E-00365,2026-01-20,Dienstag,14:08,U-0048,Desktop,Playlist,S-103,257
E-00366,2026-01-20,Dienstag,14:14,U-0034,Handy,Autoplay,S-085,253
E-00367,2026-01-20,Dienstag,15:05,U-0096,Tablet,Playlist,S-070,10
E-00368,2026-01-20,Dienstag,15:20,U-0059,Handy,Album,S-062,302
E-00369,2026-01-20,Dienstag,16:20,U-0160,Smart Speaker,Playlist,S-031,93
E-00370,2026-01-20,Dienstag,19:14,U-0153,Handy,Album,S-021,223
E-00371,2026-01-20,Dienstag,20:20,U-0160,Handy,Autoplay,S-041,16
E-00372,2026-01-20,Dienstag,20:25,U-0058,,Playlist,S-083,200
E-00373,2026-01-20,Dienstag,21:37,U-0105,Handy,Playlist,S-078,6
E-00374,2026-01-20,Dienstag,21:51,U-0102,Handy,Playlist,S-105,49
E-00375,2026-01-20,Dienstag,23:24,,Smart Speaker,Autoplay,S-011,164
E-00376,2026-01-20,Dienstag,23:25,U-0140,Handy,Autoplay,S-037,205
E-00377,2026-01-20,Dienstag,23:48,U-0135,Handy,Autoplay,S-086,29
E-00378,2026-01-21,Mittwoch,06:21,U-0200,Handy,Album,S-047,21
E-00379,2026-01-21,Mittwoch,07:51,U-0137,Handy,Playlist,S-041,189
E-00380,2026-01-21,Mittwoch,07:55,U-0069,Desktop,Playlist,S-003,181
E-00381,2026-01-21,Mittwoch,09:40,U-0140,Desktop,Autoplay,S-080,14
E-00382,2026-01-21,Mittwoch,11:30,U-0035,Handy,Album,S-088,7
E-00383,2026-01-21,Mittwoch,11:46,U-0088,Desktop,Playlist,S-054,6
E-00384,2026-01-21,Mittwoch,13:57,U-0139,Handy,Album,S-068,24
E-00385,2026-01-21,Mittwoch,14:35,U-0035,Handy,Album,S-024,221
E-00386,2026-01-21,Mittwoch,16:20,U-0065,Handy,Album,S-085,18
E-00387,2026-01-21,Mittwoch,16:40,U-0119,handy,Album,S-031,27
E-00388,2026-01-21,Mittwoch,16:47,U-0045,Desktop,Autoplay,S-096,10
E-00389,2026-01-21,Mittwoch,17:35,U-0166,Handy,Album,S-070,119
E-00390,2026-01-21,Mittwoch,18:00,U-0156,Handy,Autoplay,S-057,272
E-00391,2026-01-21,Mittwoch,19:07,U-0185,Smart Speaker,Autoplay,S-041,189
E-00392,2026-01-21,Mittwoch,20:00,U-0200,Handy,Album,S-023,173
E-00393,2026-01-21,Mittwoch,20:23,U-0088,Desktop,Autoplay,S-105,3
E-00394,2026-01-21,Mittwoch,20:31,U-0135,Desktop,Playlist,S-066,260
E-00395,2026-01-21,Mittwoch,21:38,U-0147,Handy,Autoplay,S-070,28
E-00396,2026-01-22,Donnerstag,06:21,U-0073,Smart Speaker,Playlist,S-007,7
E-00397,2026-01-22,Donnerstag,07:56,U-0189,Handy,Playlist,S-004,156
E-00398,2026-01-22,Donnerstag,08:24,U-0146,Handy,Autoplay,S-011,120
E-00399,2026-01-22,Donnerstag,08:27,U-0070,Handy,Playlist,S-055,316
E-00400,2026-01-22,Donnerstag,09:48,U-0033,Handy,Suche,S-062,118
E-00401,2026-01-22,Donnerstag,14:17,U-0036,Desktop,Album,S-111,230
E-00402,2026-01-22,Donnerstag,15:16,U-0086,Desktop,Suche,S-114,102
E-00403,2026-01-22,Donnerstag,16:55,U-0058,Smart Speaker,Album,S-016,106
E-00404,2026-01-22,Donnerstag,17:10,U-0170,Desktop,Suche,S-118,440
E-00405,2026-01-22,Donnerstag,17:42,U-0105,Smart Speaker,Autoplay,S-068,9999
E-00406,2026-01-22,Donnerstag,19:53,U-0163,Handy,Autoplay,S-103,3
E-00407,2026-01-22,Donnerstag,20:24,U-0093,Tablet,Suche,S-082,207
E-00408,2026-01-22,Donnerstag,21:33,U-0185,Smart Speaker,Suche,S-088,237
E-00409,2026-01-22,Donnerstag,22:12,U-0011,Handy,Album,S-031,242
E-00410,2026-01-22,Donnerstag,22:40,U-0032,Tablet,Playlist,S-073,223
E-00411,2026-01-22,Donnerstag,22:50,,Handy,Album,S-066,260
E-00412,2026-01-22,Donnerstag,23:51,U-0023,Desktop,Album,S-044,160
E-00413,2026-01-23,Freitag,07:29,U-0063,Handy,Playlist,S-061,101
E-00414,2026-01-23,Freitag,07:32,U-0083,Handy,Suche,S-011,164
E-00415,2026-01-23,Freitag,07:33,U-0133,Desktop,Album,S-009,149
E-00416,2026-01-23,Freitag,07:42,,Handy,Autoplay,S-046,273
E-00417,2026-01-23,Freitag,08:37,U-0159,Smart Speaker,Playlist,S-109,317
E-00418,2026-01-23,Freitag,08:51,U-0049,Tablet,Album,S-041,22
E-00419,2026-01-23,Freitag,09:04,U-0118,Handy,Album,S-096,196
E-00420,2026-01-23,Freitag,09:19,U-0199,Handy,Album,S-008,212
E-00421,2026-01-23,Freitag,09:50,U-0140,Handy,Playlist,S-096,196
E-00422,2026-01-23,Freitag,09:52,U-0031,Handy,Autoplay,S-026,29
E-00423,2026-01-23,Freitag,10:35,U-0032,Desktop,Album,S-114,416
E-00424,2026-01-23,Freitag,11:13,U-0061,Handy,Autoplay,S-101,22
E-00425,2026-01-23,Freitag,11:36,U-0144,Desktop,Playlist,S-007,141
E-00426,2026-01-23,Freitag,11:54,U-0118,Smart Speaker,Autoplay,S-056,19
E-00427,2026-01-23,Freitag,12:50,U-0118,Handy,Playlist,S-059,81
E-00428,2026-01-23,Freitag,13:02,U-0111,Handy,Playlist,S-011,112
E-00428,2026-01-23,Freitag,13:02,U-0111,Handy,Playlist,S-011,112
E-00429,2026-01-23,Freitag,15:04,U-0065,Tablet,Playlist,S-091,216
E-00430,2026-01-23,Freitag,15:11,U-0070,Desktop,Playlist,S-096,196
E-00431,2026-01-23,Freitag,15:19,U-0117,Desktop,Playlist,S-105,202
E-00432,2026-01-23,Freitag,15:31,U-0061,Desktop,Suche,S-086,27
E-00433,2026-01-23,Freitag,17:46,U-0124,Handy,Suche,S-036,194
E-00434,2026-01-23,Freitag,17:47,U-0178,Handy,Playlist,S-084,33
E-00435,2026-01-23,Freitag,18:29,U-0114,Handy,Suche,S-075,356
E-00436,2026-01-23,Freitag,19:28,U-0181,Handy,Suche,S-070,143
E-00437,2026-01-23,Freitag,20:03,U-0155,Handy,Autoplay,S-011,136
E-00438,2026-01-23,Freitag,20:49,U-0077,Handy,Playlist,S-105,27
E-00439,2026-01-23,Freitag,21:17,U-0063,Tablet,Suche,S-004,156
E-00440,2026-01-23,Freitag,22:09,U-0139,Handy,Album,S-073,12
E-00441,2026-01-23,Freitag,22:40,U-0032,Handy,Album,S-007,210
E-00442,2026-01-23,Freitag,23:21,U-0112,Handy,Playlist,S-057,308
E-00443,2026-01-23,Freitag,23:27,U-0142,Handy,Playlist,S-069,10
E-00444,2026-01-23,Freitag,23:50,,Handy,Album,S-096,48
E-00445,2026-01-23,Freitag,23:58,U-0126,Desktop,Album,S-031,242
E-00446,2026-01-24,Samstag,01:24,U-0083,Smart Speaker,Album,S-104,107
E-00447,2026-01-24,Samstag,06:06,U-0116,Handy,Autoplay,S-114,291
E-00448,2026-01-24,Samstag,06:24,U-0010,Handy,Playlist,S-055,169
E-00449,2026-01-24,Samstag,07:31,U-0181,Handy,Playlist,S-085,180
E-00450,2026-01-24,Samstag,07:34,U-0056,Handy,Playlist,S-103,257
E-00451,2026-01-24,Samstag,07:41,U-0125,Tablet,Playlist,S-078,127
E-00452,2026-01-24,Samstag,08:19,U-0207,Handy,Autoplay,S-111,53
E-00453,2026-01-24,Samstag,08:35,U-0070,Desktop,Suche,S-031,242
E-00454,2026-01-24,Samstag,08:36,U-0132,Handy,Album,S-024,221
E-00455,2026-01-24,Samstag,08:53,U-0108,Handy,Autoplay,S-029,7
E-00456,2026-01-24,Samstag,11:45,U-0042,Handy,Playlist,S-096,22
E-00457,2026-01-24,Samstag,12:08,U-0059,Handy,Album,S-011,164
E-00458,2026-01-24,Samstag,14:03,U-0008,Desktop,Playlist,S-011,164
E-00459,2026-01-24,Samstag,14:11,U-0081,Desktop,Playlist,S-011,164
E-00460,2026-01-24,Samstag,17:30,U-0026,Smart Speaker,Suche,S-011,164
E-00461,2026-01-24,Samstag,18:12,U-0192,Tablet,Autoplay,S-019,163
E-00462,2026-01-24,Samstag,18:16,U-0176,Tablet,Suche,S-037,137
E-00463,2026-01-24,Samstag,19:37,,Smart Speaker,Playlist,S-031,3
E-00464,2026-01-24,Samstag,19:51,U-0001,Smart Speaker,Autoplay,S-041,189
E-00465,2026-01-24,Samstag,20:51,U-0058,Tablet,Playlist,S-031,242
E-00466,2026-01-24,Samstag,22:12,U-0038,Handy,Playlist,S-040,57
E-00467,2026-01-25,Sonntag,05:34,U-0015,Smart Speaker,Suche,S-011,164
E-00468,2026-01-25,Sonntag,06:11,U-0036,Handy,Playlist,S-037,181
E-00469,2026-01-25,Sonntag,08:17,U-0030,Handy,Suche,S-103,257
E-00470,2026-01-25,Sonntag,08:45,U-0032,Tablet,Playlist,S-029,181
E-00471,2026-01-25,Sonntag,10:15,U-0083,Tablet,Playlist,S-011,164
E-00472,2026-01-25,Sonntag,11:27,U-0135,Handy,Playlist,S-088,20
E-00473,2026-01-25,Sonntag,12:38,U-0032,Desktop,Playlist,S-021,93
E-00474,2026-01-25,Sonntag,16:33,U-0102,Tablet,Suche,S-019,9
E-00475,2026-01-25,Sonntag,17:12,U-0170,Handy,Suche,S-109,7
E-00476,2026-01-25,Sonntag,17:21,U-0117,Handy,Album,S-097,195
E-00477,2026-01-25,Sonntag,17:42,U-0026,Smart Speaker,Autoplay,S-021,14
E-00478,2026-01-25,Sonntag,18:06,U-0011,Handy,Playlist,S-036,77
E-00479,2026-01-25,Sonntag,18:35,U-0083,Handy,Album,S-118,226
E-00480,2026-01-25,Sonntag,19:46,U-0088,Handy,Album,S-011,164
E-00481,2026-01-25,Sonntag,20:02,U-0021,Handy,Suche,S-041,189
E-00482,2026-01-25,Sonntag,20:07,U-0128,Smart Speaker,Album,S-062,302
E-00483,2026-01-25,Sonntag,20:18,U-0066,Smart Speaker,Autoplay,S-031,242
E-00484,2026-01-25,Sonntag,20:31,U-0069,Smart Speaker,Playlist,S-062,97
E-00485,2026-01-25,Sonntag,21:14,U-0182,Smart Speaker,Album,S-007,210
E-00486,2026-01-25,Sonntag,21:30,U-0117,Smart Speaker,Playlist,S-055,316
E-00487,2026-01-25,Sonntag,21:50,U-0068,Handy,Suche,S-011,164
E-00488,2026-01-25,Sonntag,21:52,U-0021,Handy,Playlist,S-011,164
E-00489,2026-01-26,Montag,00:46,U-0031,Tablet,Playlist,S-004,156
E-00490,2026-01-26,Montag,06:16,U-0121,Desktop,Suche,S-011,164
E-00491,2026-01-26,Montag,07:01,U-0191,Handy,Album,S-051,261
E-00492,2026-01-26,Montag,07:40,U-0207,Desktop,Autoplay,S-016,99
E-00493,2026-01-26,Montag,07:46,U-0152,Handy,Album,S-001,14
E-00494,2026-01-26,Montag,08:57,U-0058,Handy,Album,S-033,241
E-00495,2026-01-26,Montag,09:33,U-0077,Handy,Playlist,S-105,202
E-00496,2026-01-26,Montag,09:48,U-0088,,Playlist,S-058,327
E-00497,2026-01-26,Montag,10:24,U-0040,Smartphone,Playlist,S-009,223
E-00498,2026-01-26,Montag,11:27,U-0156,Handy,Suche,S-031,242
E-00499,2026-01-26,Montag,11:35,U-0052,Tablet,Playlist,S-011,164
E-00500,2026-01-26,Montag,13:47,U-0105,Handy,Playlist,S-005,117
E-00501,2026-01-26,Montag,16:26,U-0112,Handy,Suche,S-011,57
E-00502,2026-01-26,Montag,17:36,U-0138,Handy,Suche,S-085,253
E-00503,2026-01-26,Montag,18:16,U-0200,Handy,Playlist,S-041,10
E-00504,2026-01-26,Montag,19:49,U-0072,Tablet,Album,S-020,162
E-00505,2026-01-26,Montag,22:00,U-0106,Smart Speaker,Playlist,S-078,208
E-00506,2026-01-26,Montag,22:26,U-0111,Handy,Album,S-068,184
E-00507,2026-01-26,Montag,22:37,U-0122,Tablet,Suche,S-041,189
E-00508,2026-01-26,Montag,23:36,U-0023,Smart Speaker,Album,S-061,318
E-00509,2026-01-27,Dienstag,04:22,U-0110,Handy,Autoplay,S-024,9999
E-00510,2026-01-27,Dienstag,05:41,U-0037,Handy,Album,S-094,211
E-00511,2026-01-27,Dienstag,07:21,U-0070,Desktop,Suche,S-119,331
E-00512,2026-01-27,Dienstag,07:34,,Handy,Playlist,S-031,22
E-00513,2026-01-27,Dienstag,08:39,U-0151,Handy,Suche,S-053,248
E-00514,2026-01-27,Dienstag,08:53,U-0025,Desktop,Playlist,S-062,215
E-00515,2026-01-27,Dienstag,09:32,U-0023,Handy,Playlist,S-060,53
E-00516,2026-01-27,Dienstag,09:52,U-0158,,Autoplay,S-076,26
E-00517,2026-01-27,Dienstag,10:13,U-0165,Desktop,Suche,S-021,223
E-00518,2026-01-27,Dienstag,12:57,U-0073,Desktop,Autoplay,S-107,10
E-00519,2026-01-27,Dienstag,13:42,U-0132,Desktop,Album,S-044,36
E-00520,2026-01-27,Dienstag,13:52,U-0045,Handy,Playlist,S-033,241
E-00521,2026-01-27,Dienstag,14:10,U-0194,Handy,Playlist,S-023,173
E-00522,2026-01-27,Dienstag,14:50,U-0111,Handy,Playlist,S-077,242
E-00523,2026-01-27,Dienstag,15:26,U-0049,Desktop,Playlist,S-011,164
E-00524,2026-01-27,Dienstag,15:33,U-0166,Smart Speaker,Playlist,S-024,221
E-00525,2026-01-27,Dienstag,16:14,U-0015,handy,Playlist,S-011,164
E-00526,2026-01-27,Dienstag,18:25,U-0156,Handy,Suche,S-080,27
E-00527,2026-01-27,Dienstag,19:12,U-0031,Handy,Album,S-024,117
E-00528,2026-01-27,Dienstag,19:22,U-0176,Tablet,Playlist,S-082,116
E-00529,2026-01-27,Dienstag,19:43,U-0043,Handy,Playlist,S-049,221
E-00530,2026-01-27,Dienstag,20:46,U-0039,Smart Speaker,Playlist,S-041,189
E-00531,2026-01-27,Dienstag,20:51,U-0105,Desktop,Playlist,S-062,225
E-00532,2026-01-27,Dienstag,21:28,U-0063,Smart Speaker,Playlist,S-001,9
E-00533,2026-01-28,Mittwoch,06:45,U-0088,Handy,Playlist,S-004,13
E-00534,2026-01-28,Mittwoch,06:57,U-0097,Handy,Album,S-105,27
E-00535,2026-01-28,Mittwoch,07:09,,Handy,Autoplay,S-046,33
E-00536,2026-01-28,Mittwoch,07:18,U-0006,Handy,Album,S-063,298
E-00537,2026-01-28,Mittwoch,08:26,U-0045,Desktop,Autoplay,S-096,184
E-00538,2026-01-28,Mittwoch,08:46,U-0138,handy,Autoplay,S-033,155
E-00539,2026-01-28,Mittwoch,08:51,U-0095,Handy,Playlist,S-061,318
E-00540,2026-01-28,Mittwoch,08:57,U-0007,Handy,Album,S-041,189
E-00541,2026-01-28,Mittwoch,10:16,U-0030,Desktop,Suche,S-007,210
E-00542,2026-01-28,Mittwoch,10:38,U-0106,Handy,Playlist,S-018,10
E-00543,2026-01-28,Mittwoch,11:30,U-0107,Tablet,Suche,S-105,28
E-00544,2026-01-28,Mittwoch,14:34,U-0133,Handy,Autoplay,S-001,14
E-00545,2026-01-28,Mittwoch,15:07,U-0063,Handy,Playlist,S-021,223
E-00546,2026-01-28,Mittwoch,15:45,U-0004,Handy,Playlist,S-047,18
E-00547,2026-01-28,Mittwoch,16:24,U-0095,Handy,Playlist,S-057,308
E-00548,2026-01-28,Mittwoch,17:25,U-0061,Handy,Playlist,S-038,80
E-00549,2026-01-28,Mittwoch,17:42,U-0153,Tablet,Album,S-030,125
E-00550,2026-01-28,Mittwoch,18:23,U-0051,Handy,Playlist,S-062,302
E-00551,2026-01-28,Mittwoch,18:25,U-0193,Handy,Playlist,S-060,205
E-00552,2026-01-28,Mittwoch,18:57,U-0156,Desktop,Playlist,S-085,112
E-00553,2026-01-28,Mittwoch,19:34,U-0013,Desktop,Album,S-023,115
E-00554,2026-01-28,Mittwoch,19:47,,Tablet,Playlist,S-096,196
E-00555,2026-01-28,Mittwoch,20:39,U-0005,Desktop,Playlist,S-102,33
E-00556,2026-01-28,Mittwoch,22:52,U-0043,Handy,Playlist,S-062,23
E-00557,2026-01-28,Mittwoch,23:29,U-0172,Tablet,Autoplay,S-096,11
E-00558,2026-01-29,Donnerstag,07:14,U-0031,Smart Speaker,Playlist,S-096,196
E-00559,2026-01-29,Donnerstag,07:17,U-0026,Handy,Album,S-072,22
E-00560,2026-01-29,Donnerstag,07:35,,Handy,Playlist,S-031,16
E-00561,2026-01-29,Donnerstag,08:54,,Smart Speaker,Playlist,S-004,156
E-00562,2026-01-29,Donnerstag,10:04,U-0056,Desktop,Playlist,S-062,302
E-00563,2026-01-29,Donnerstag,10:16,U-0170,Handy,Suche,S-096,196
E-00564,2026-01-29,Donnerstag,11:12,U-0063,Handy,Playlist,S-107,284
E-00565,2026-01-29,Donnerstag,12:31,U-0025,Handy,Autoplay,S-007,13
E-00566,2026-01-29,Donnerstag,12:49,U-0166,Desktop,Album,S-096,76
E-00567,2026-01-29,Donnerstag,13:12,U-0099,Desktop,Playlist,S-028,19
E-00568,2026-01-29,Donnerstag,17:00,U-0176,Smart Speaker,Playlist,S-098,257
E-00569,2026-01-29,Donnerstag,17:49,U-0107,Handy,Playlist,S-075,356
E-00570,2026-01-29,Donnerstag,18:13,U-0189,handy,Suche,S-011,164
E-00571,2026-01-29,Donnerstag,18:43,U-0164,Tablet,Playlist,S-109,317
E-00572,2026-01-29,Donnerstag,19:17,U-0161,Handy,Playlist,S-041,189
E-00573,2026-01-29,Donnerstag,19:47,U-0118,,Album,S-011,164
E-00574,2026-01-29,Donnerstag,20:25,U-0011,Handy,Autoplay,S-035,71
E-00575,2026-01-29,Donnerstag,20:26,U-0117,Handy,Suche,S-094,132
E-00576,2026-01-30,Freitag,09:03,U-0068,Handy,Autoplay,S-024,221
E-00577,2026-01-30,Freitag,09:27,U-0162,Desktop,Playlist,S-011,164
E-00578,2026-01-30,Freitag,10:49,U-0156,Handy,Playlist,S-083,3
E-00579,2026-01-30,Freitag,12:29,U-0005,Handy,Playlist,S-088,237
E-00580,2026-01-30,Freitag,12:59,U-0049,Desktop,Album,S-070,10
E-00581,2026-01-30,Freitag,13:53,U-0062,Desktop,Autoplay,S-057,23
E-00582,2026-01-30,Freitag,14:03,U-0160,Desktop,Playlist,S-021,223
E-00583,2026-01-30,Freitag,14:09,U-0054,Handy,Playlist,S-047,264
E-00584,2026-01-30,Freitag,16:38,U-0152,Handy,Autoplay,S-070,319
E-00585,2026-01-30,Freitag,16:48,U-0010,Desktop,Playlist,S-031,242
E-00586,2026-01-30,Freitag,16:57,U-0012,Tablet,Album,S-053,248
E-00587,2026-01-30,Freitag,17:08,U-0033,Handy,Playlist,S-053,248
E-00588,2026-01-30,Freitag,17:37,U-0060,Handy,Autoplay,S-041,23
E-00589,2026-01-30,Freitag,18:01,U-0060,Tablet,Autoplay,S-069,5
E-00590,2026-01-30,Freitag,18:40,U-0032,Smart Speaker,Suche,S-100,256
E-00591,2026-01-30,Freitag,19:00,U-0073,Smart Speaker,Album,S-062,302
E-00592,2026-01-30,Freitag,19:38,U-0054,Smart Speaker,Autoplay,S-055,148
E-00593,2026-01-30,Freitag,19:50,U-0116,Tablet,Autoplay,S-049,138
E-00594,2026-01-30,Freitag,21:02,U-0107,Desktop,Autoplay,S-032,239
E-00595,2026-01-30,Freitag,21:15,U-0133,Handy,Autoplay,S-011,164
E-00596,2026-01-30,Freitag,21:47,U-0063,Smart Speaker,Playlist,S-011,164
E-00597,2026-01-30,Freitag,21:58,U-0141,Handy,Playlist,S-078,67
E-00598,2026-01-30,Freitag,22:16,U-0063,Handy,Suche,S-083,200
E-00599,2026-01-30,Freitag,22:34,U-0039,Handy,Suche,S-031,242
E-00600,2026-01-30,Freitag,22:36,U-0132,Handy,Autoplay,S-055,316
E-00601,2026-01-30,Freitag,22:52,U-0060,Handy,Playlist,S-004,12
E-00602,2026-01-31,Samstag,00:06,U-0096,Handy,Autoplay,S-047,77
E-00603,2026-01-31,Samstag,02:32,U-0141,Tablet,Autoplay,S-072,296
E-00604,2026-01-31,Samstag,06:07,,Handy,Autoplay,S-016,17
E-00605,2026-01-31,Samstag,06:39,U-0025,Handy,Playlist,S-067,172
E-00606,2026-01-31,Samstag,08:22,U-0160,Desktop,Autoplay,S-021,223
E-00607,2026-01-31,Samstag,08:33,,Tablet,Suche,S-050,332
E-00608,2026-01-31,Samstag,08:51,,handy,Autoplay,S-041,189
E-00609,2026-01-31,Samstag,09:27,U-0189,Handy,Album,S-036,194
E-00610,2026-01-31,Samstag,10:02,U-0007,Smart Speaker,Playlist,S-096,196
E-00611,2026-01-31,Samstag,11:13,U-0173,Handy,Suche,S-103,60
E-00612,2026-01-31,Samstag,13:25,U-0077,Handy,Autoplay,S-066,5
E-00613,2026-01-31,Samstag,13:37,U-0037,Handy,Playlist,S-011,38
E-00614,2026-01-31,Samstag,14:00,U-0170,Handy,Suche,S-065,223
E-00615,2026-01-31,Samstag,14:47,U-0086,Handy,Suche,S-062,302
E-00616,2026-01-31,Samstag,15:20,U-0041,Handy,Playlist,S-022,157
E-00617,2026-01-31,Samstag,16:11,U-0069,Handy,Playlist,S-014,50
E-00618,2026-01-31,Samstag,16:25,U-0171,Desktop,Autoplay,S-086,16
E-00619,2026-01-31,Samstag,16:45,U-0151,Desktop,Album,S-036,141
E-00620,2026-01-31,Samstag,17:01,U-0143,Smart Speaker,Playlist,S-103,257
E-00621,2026-01-31,Samstag,17:40,U-0060,Handy,Playlist,S-096,84
E-00622,2026-01-31,Samstag,18:45,U-0143,Smart Speaker,Album,S-079,237
E-00623,2026-01-31,Samstag,18:53,U-0143,Handy,Suche,S-007,95
E-00624,2026-01-31,Samstag,19:20,U-0115,Smart Speaker,Autoplay,S-047,107
E-00625,2026-01-31,Samstag,19:37,U-0063,Tablet,Autoplay,S-026,90
E-00626,2026-01-31,Samstag,20:14,U-0112,Desktop,Autoplay,S-042,9999
E-00627,2026-01-31,Samstag,20:42,U-0026,Tablet,Playlist,S-096,88
E-00628,2026-01-31,Samstag,20:44,U-0176,,Playlist,S-105,202
E-00629,2026-01-31,Samstag,20:47,U-0143,Handy,Album,S-026,245
E-00630,2026-01-31,Samstag,20:55,U-0189,Smartphone,Suche,S-019,163
E-00631,2026-01-31,Samstag,21:55,U-0064,Tablet,Suche,S-036,194
E-00632,2026-01-31,Samstag,21:58,U-0084,Handy,Album,S-041,189
E-00633,2026-01-31,Samstag,22:15,U-0041,Desktop,Autoplay,S-001,109
E-00634,2026-01-31,Samstag,22:58,U-0058,handy,Playlist,S-041,16
E-00635,2026-02-01,Sonntag,06:26,U-0040,Handy,Album,S-031,27
E-00636,2026-02-01,Sonntag,08:05,U-0150,Handy,Playlist,S-076,111
E-00637,2026-02-01,Sonntag,08:30,U-0073,Handy,Playlist,S-087,354
E-00638,2026-02-01,Sonntag,08:46,U-0063,Handy,Playlist,S-011,35
E-00639,2026-02-01,Sonntag,10:34,U-0151,Handy,Playlist,S-032,239
E-00640,2026-02-01,Sonntag,11:11,U-0159,Tablet,Playlist,S-014,201
E-00641,2026-02-01,Sonntag,13:15,U-0152,Tablet,Autoplay,S-046,162
E-00642,2026-02-01,Sonntag,16:01,U-0158,Handy,Playlist,S-022,102
E-00643,2026-02-01,Sonntag,16:43,U-0189,Handy,Album,S-021,22
E-00644,2026-02-01,Sonntag,18:34,U-0098,Tablet,Album,S-087,226
E-00645,2026-02-01,Sonntag,19:58,U-0188,handy,Playlist,S-044,109
E-00646,2026-02-01,Sonntag,20:22,U-0160,Smart Speaker,Suche,S-019,135
E-00647,2026-02-01,Sonntag,20:24,U-0023,Tablet,Autoplay,S-103,21
E-00648,2026-02-01,Sonntag,20:25,U-0110,Handy,Playlist,S-053,144
E-00649,2026-02-01,Sonntag,20:52,U-0158,Tablet,Playlist,S-078,70
E-00650,2026-02-01,Sonntag,21:16,U-0176,Smart Speaker,Album,S-011,20
E-00651,2026-02-01,Sonntag,22:18,U-0164,Smart Speaker,Playlist,S-026,135
E-00652,2026-02-01,Sonntag,23:13,U-0077,Smart Speaker,Playlist,S-050,332
E-00653,2026-02-02,Montag,08:09,U-0043,Handy,Autoplay,S-066,92
E-00654,2026-02-02,Montag,09:47,U-0105,Desktop,Suche,S-058,29
E-00655,2026-02-02,Montag,10:12,U-0040,Desktop,Suche,S-003,46
E-00656,2026-02-02,Montag,10:32,U-0175,Handy,Autoplay,S-004,156
E-00657,2026-02-02,Montag,10:44,U-0151,Handy,Suche,S-041,159
E-00658,2026-02-02,Montag,11:00,U-0116,Desktop,Playlist,S-037,226
