stream_id,datum,wochentag,uhrzeit,nutzer_id,song_id,gehoert_sek,geraet,quelle
E-02754,2026-04-19,Sonntag,18:13,U-0176,s-041,89,Tablet,Playlist
E-02755,2026-04-19,Sonntag,19:08,U-0114,S-075,356,Handy,Playlist
E-02756,2026-04-19,Sonntag,19:29,U-0008,S-109,300,Desktop,Playlist
E-02757,2026-04-19,Sonntag,20:09,U-0199,S-051,88,Desktop,Album
E-02758,2026-04-19,Sonntag,20:12,U-0107,s-002,152,Tablet,Autoplay
E-02759,2026-04-19,Sonntag,20:43,U-0031,S-078,208,Desktop,Autoplay
E-02760,2026-04-19,Sonntag,21:27,U-0008,S-041,189,Smart Speaker,Autoplay
E-02761,2026-04-19,Sonntag,22:22,U-0031,S-087,354,Handy,Album
E-02762,2026-04-19,Sonntag,22:39,U-0021,S-064,241,Handy,Playlist
E-02763,2026-04-19,Sonntag,22:43,U-0023,S-103,31,Desktop,Playlist
E-02764,2026-04-19,Sonntag,23:15,U-0095,s-116,207,Tablet,Playlist
E-02765,2026-04-20,Montag,06:11,U-0011,S-011,164,Handy,Suche
E-02766,2026-04-20,Montag,06:19,U-0084,S-028,27,Handy,Autoplay
E-02767,2026-04-20,Montag,07:07,U-0108,s-031,242,Tablet,Autoplay
E-02768,2026-04-20,Montag,07:48,U-0125,s-002,123,Tablet,Playlist
E-02769,2026-04-20,Montag,08:22,U-0021,S-041,121,Handy,Playlist
E-02770,2026-04-20,Montag,09:30,U-0170,S-058,327,handy,Suche
E-02771,2026-04-20,Montag,09:50,U-0043,S-114,341,Handy,Autoplay
E-02772,2026-04-20,Montag,09:53,U-0077,S-029,170,Smartphone,Autoplay
E-02773,2026-04-20,Montag,11:41,U-0118,S-053,248,Desktop,Playlist
E-02774,2026-04-20,Montag,11:50,U-0076,S-096,196,Desktop,Suche
E-02775,2026-04-20,Montag,11:53,U-0091,S-041,91,Handy,Playlist
E-02776,2026-04-20,Montag,12:25,U-0163,S-021,223,,Playlist
E-02777,2026-04-20,Montag,12:26,U-0161,S-041,189,Handy,Suche
E-02778,2026-04-20,Montag,12:27,U-0063,S-003,181,Handy,Playlist
E-02779,2026-04-20,Montag,12:41,U-0007,S-011,164,Desktop,Playlist
E-02780,2026-04-20,Montag,12:56,U-0158,S-103,3,Handy,Playlist
E-02781,2026-04-20,Montag,13:23,U-0021,S-002,152,Handy,Suche
E-02782,2026-04-20,Montag,15:31,U-0152,s-062,302,Tablet,Playlist
E-02783,2026-04-20,Montag,15:37,U-0181,S-081,25,Handy,Album
E-02784,2026-04-20,Montag,15:38,U-0191,S-002,152,Desktop,Autoplay
E-02785,2026-04-20,Montag,16:18,U-0150,S-081,362,Handy,Album
E-02786,2026-04-20,Montag,16:54,U-0091,S-096,44,Desktop,Suche
E-02787,2026-04-20,Montag,17:31,U-0102,S-036,194,Handy,Playlist
E-02788,2026-04-20,Montag,17:51,U-0063,S-009,223,Desktop,Album
E-02789,2026-04-20,Montag,18:26,U-0184,S-070,25,Smart Speaker,Playlist
E-02790,2026-04-20,Montag,18:26,U-0112,S-002,152,Smart Speaker,Playlist
E-02791,2026-04-20,Montag,19:09,U-0083,S-036,194,Handy,Suche
E-02792,2026-04-20,Montag,19:15,U-0051,S-058,327,Handy,Autoplay
E-02793,2026-04-20,Montag,19:25,U-0011,S-115,72,Smart Speaker,Autoplay
E-02794,2026-04-20,Montag,19:40,U-0006,S-055,316,Desktop,Playlist
E-02795,2026-04-20,Montag,20:04,U-0166,S-012,212,Smart Speaker,Album
E-02796,2026-04-20,Montag,20:42,,s-064,39,Tablet,Playlist
E-02797,2026-04-20,Montag,20:54,U-0158,S-011,164,Handy,Album
E-02798,2026-04-20,Montag,22:11,U-0038,S-021,223,Handy,Playlist
E-02799,2026-04-20,Montag,22:19,U-0199,S-062,302,Smart Speaker,Album
E-02800,2026-04-20,Montag,22:28,U-0107,S-007,210,Smart Speaker,Playlist
E-02801,2026-04-20,Montag,22:50,U-0072,S-064,87,Handy,Suche
E-02802,2026-04-20,Montag,23:22,U-0049,S-011,164,Smart Speaker,Playlist
E-02803,2026-04-21,Dienstag,00:28,U-0051,s-085,253,Tablet,Autoplay
E-02804,2026-04-21,Dienstag,02:07,U-0058,S-060,142,Handy,Playlist
E-02805,2026-04-21,Dienstag,06:31,U-0158,S-033,6,Desktop,Autoplay
E-02806,2026-04-21,Dienstag,07:57,U-0127,S-041,189,Handy,Playlist
E-02807,2026-04-21,Dienstag,08:01,U-0088,S-096,196,Desktop,Suche
E-02808,2026-04-21,Dienstag,08:23,U-0073,S-001,223,Handy,Suche
E-02809,2026-04-21,Dienstag,08:37,U-0063,S-114,11,Desktop,Autoplay
E-02810,2026-04-21,Dienstag,08:43,U-0113,S-066,260,Handy,Playlist
E-02811,2026-04-21,Dienstag,09:28,U-0038,S-078,208,Desktop,Suche
E-02812,2026-04-21,Dienstag,14:03,U-0117,S-002,152,Smart Speaker,Autoplay
E-02813,2026-04-21,Dienstag,15:33,U-0108,S-003,181,Handy,Autoplay
E-02814,2026-04-21,Dienstag,16:06,U-0005,S-057,308,Handy,Autoplay
E-02815,2026-04-21,Dienstag,16:13,U-0075,S-011,164,Handy,Playlist
E-02816,2026-04-21,Dienstag,17:19,U-0188,S-090,239,Handy,Suche
E-02817,2026-04-21,Dienstag,17:51,U-0141,S-041,120,Smart Speaker,Autoplay
E-02818,2026-04-21,Dienstag,19:29,U-0124,s-095,240,Tablet,Playlist
E-02819,2026-04-21,Dienstag,19:59,U-0189,S-041,189,Handy,Playlist
E-02820,2026-04-21,Dienstag,20:27,U-0023,s-023,27,Tablet,Album
E-02821,2026-04-21,Dienstag,20:31,U-0032,S-043,157,Handy,Album
E-02822,2026-04-21,Dienstag,20:35,U-0054,S-041,189,Handy,Album
E-02823,2026-04-21,Dienstag,20:59,U-0128,S-075,4,Handy,Playlist
E-02824,2026-04-21,Dienstag,21:18,U-0081,S-103,221,Smart Speaker,Autoplay
E-02825,2026-04-21,Dienstag,21:30,U-0058,S-002,152,Desktop,Playlist
E-02826,2026-04-21,Dienstag,21:35,U-0147,S-002,152,Handy,Suche
E-02827,2026-04-21,Dienstag,23:12,U-0146,S-105,202,Handy,Playlist
E-02828,2026-04-21,Dienstag,23:32,U-0030,s-002,35,Tablet,Playlist
E-02829,2026-04-22,Mittwoch,06:30,U-0104,S-002,152,Handy,Playlist
E-02830,2026-04-22,Mittwoch,06:40,U-0140,S-002,9,,Playlist
E-02831,2026-04-22,Mittwoch,07:08,U-0150,S-069,313,Handy,Playlist
E-02832,2026-04-22,Mittwoch,07:27,U-0083,S-088,237,Handy,Suche
E-02833,2026-04-22,Mittwoch,07:31,U-0103,S-064,241,Handy,Suche
E-02834,2026-04-22,Mittwoch,07:51,U-0171,S-056,40,handy,Album
E-02835,2026-04-22,Mittwoch,07:55,U-0049,S-002,152,Handy,Suche
E-02836,2026-04-22,Mittwoch,08:56,U-0049,S-002,152,handy,Suche
E-02837,2026-04-22,Mittwoch,09:47,U-0018,S-062,27,Handy,Playlist
E-02838,2026-04-22,Mittwoch,10:02,U-0117,S-061,318,Handy,Autoplay
E-02839,2026-04-22,Mittwoch,10:16,U-0058,S-023,173,Handy,Autoplay
E-02840,2026-04-22,Mittwoch,10:18,U-0018,S-024,60,Handy,Playlist
E-02841,2026-04-22,Mittwoch,12:14,U-0020,S-064,241,Desktop,Playlist
E-02842,2026-04-22,Mittwoch,13:04,U-0108,S-094,211,Desktop,Playlist
E-02843,2026-04-22,Mittwoch,13:28,U-0173,S-018,189,Handy,Suche
E-02844,2026-04-22,Mittwoch,14:10,U-0063,S-090,25,Desktop,Autoplay
E-02845,2026-04-22,Mittwoch,14:10,U-0051,S-088,198,Handy,Autoplay
E-02846,2026-04-22,Mittwoch,15:13,U-0105,S-053,248,Desktop,Autoplay
E-02847,2026-04-22,Mittwoch,16:42,U-0070,s-048,158,Tablet,Suche
E-02848,2026-04-22,Mittwoch,17:13,U-0179,S-062,302,Desktop,Playlist
E-02849,2026-04-22,Mittwoch,17:37,U-0048,S-001,20,Smart Speaker,Autoplay
E-02850,2026-04-22,Mittwoch,18:41,U-0179,S-053,10,Smart Speaker,Playlist
E-02851,2026-04-22,Mittwoch,18:45,U-0091,s-011,164,Tablet,Playlist
E-02852,2026-04-22,Mittwoch,18:46,U-0146,S-031,100,Handy,Suche
E-02853,2026-04-22,Mittwoch,18:47,U-0192,S-065,57,Desktop,Album
E-02854,2026-04-22,Mittwoch,19:23,U-0056,s-001,223,Tablet,Playlist
E-02855,2026-04-22,Mittwoch,19:44,U-0021,S-064,241,Handy,Album
E-02856,2026-04-22,Mittwoch,19:48,U-0068,S-002,152,Handy,Suche
E-02857,2026-04-22,Mittwoch,19:51,U-0107,S-086,297,Smart Speaker,Autoplay
E-02858,2026-04-22,Mittwoch,20:02,U-0077,S-001,223,Desktop,Album
E-02859,2026-04-22,Mittwoch,20:29,U-0110,S-004,119,Handy,Playlist
E-02860,2026-04-22,Mittwoch,20:30,U-0156,S-072,296,Handy,Suche
E-02861,2026-04-22,Mittwoch,20:33,U-0167,S-107,214,Handy,Autoplay
E-02862,2026-04-22,Mittwoch,21:54,U-0066,S-079,52,Smart Speaker,Autoplay
E-02863,2026-04-22,Mittwoch,22:06,U-0063,s-107,21,Tablet,Playlist
E-02864,2026-04-22,Mittwoch,22:30,U-0151,S-011,164,Smart Speaker,Playlist
E-02865,2026-04-22,Mittwoch,23:57,U-0160,s-092,204,Tablet,Playlist
E-02866,2026-04-23,Donnerstag,07:11,U-0048,S-002,152,Handy,Suche
E-02867,2026-04-23,Donnerstag,07:59,U-0008,S-056,204,,Playlist
E-02868,2026-04-23,Donnerstag,08:12,U-0124,S-105,18,Handy,Playlist
E-02869,2026-04-23,Donnerstag,08:17,,S-004,156,Smartphone,Playlist
E-02870,2026-04-23,Donnerstag,09:51,U-0068,S-036,194,Handy,Playlist
E-02871,2026-04-23,Donnerstag,09:57,U-0191,S-019,11,Handy,Album
E-02872,2026-04-23,Donnerstag,10:23,U-0031,S-083,15,Handy,Album
E-02873,2026-04-23,Donnerstag,12:53,U-0146,S-078,3,Handy,Autoplay
E-02874,2026-04-23,Donnerstag,13:07,U-0095,S-067,201,Handy,Playlist
E-02875,2026-04-23,Donnerstag,13:55,U-0173,S-002,152,Handy,Autoplay
E-02876,2026-04-23,Donnerstag,15:42,U-0063,S-096,196,Handy,Autoplay
E-02877,2026-04-23,Donnerstag,15:48,U-0084,S-040,41,handy,Suche
E-02878,2026-04-23,Donnerstag,16:24,U-0132,S-041,13,Desktop,Autoplay
E-02879,2026-04-23,Donnerstag,17:18,U-0108,S-096,107,Handy,Autoplay
E-02880,2026-04-23,Donnerstag,17:23,U-0178,s-002,119,Tablet,Autoplay
E-02881,2026-04-23,Donnerstag,17:27,U-0010,s-067,55,Tablet,Playlist
E-02882,2026-04-23,Donnerstag,19:33,U-0160,S-002,29,Smart Speaker,Playlist
E-02883,2026-04-23,Donnerstag,20:04,U-0112,S-070,281,Handy,Playlist
E-02884,2026-04-23,Donnerstag,20:41,U-0118,S-064,149,Desktop,Autoplay
E-02885,2026-04-23,Donnerstag,20:49,U-0164,S-103,257,Smart Speaker,Suche
E-02886,2026-04-23,Donnerstag,20:56,U-0013,S-011,118,Desktop,Playlist
E-02887,2026-04-23,Donnerstag,21:58,U-0161,s-002,135,Tablet,Playlist
E-02888,2026-04-23,Donnerstag,22:28,U-0049,S-036,194,Handy,Album
E-02889,2026-04-23,Donnerstag,22:43,U-0016,S-096,4,Handy,Suche
E-02890,2026-04-23,Donnerstag,22:52,U-0137,S-029,10,Desktop,Autoplay
E-02891,2026-04-24,Freitag,02:03,U-0094,S-066,64,Handy,Autoplay
E-02892,2026-04-24,Freitag,05:06,U-0097,S-002,152,Handy,Playlist
E-02893,2026-04-24,Freitag,06:06,U-0057,S-060,205,Handy,Album
E-02894,2026-04-24,Freitag,06:44,U-0051,S-047,264,Handy,Suche
E-02895,2026-04-24,Freitag,07:01,U-0038,S-031,183,Desktop,Album
E-02896,2026-04-24,Freitag,07:12,,S-062,18,Desktop,Playlist
E-02897,2026-04-24,Freitag,07:17,U-0151,S-010,158,Handy,Playlist
E-02898,2026-04-24,Freitag,07:41,U-0021,S-093,211,Handy,Playlist
E-02899,2026-04-24,Freitag,07:42,U-0081,S-091,24,Handy,Playlist
E-02900,2026-04-24,Freitag,07:59,U-0106,S-047,93,Handy,Playlist
E-02901,2026-04-24,Freitag,08:01,U-0079,s-064,107,Tablet,Playlist
E-02902,2026-04-24,Freitag,08:12,U-0058,S-002,152,Handy,Album
E-02903,2026-04-24,Freitag,08:24,U-0007,S-053,9,Desktop,Album
E-02904,2026-04-24,Freitag,08:51,U-0031,S-021,223,Handy,Suche
E-02905,2026-04-24,Freitag,08:56,U-0049,S-086,15,Handy,Album
E-02906,2026-04-24,Freitag,09:37,U-0108,S-036,194,Handy,Playlist
E-02907,2026-04-24,Freitag,10:05,U-0068,S-002,152,Handy,Album
E-02908,2026-04-24,Freitag,10:25,U-0176,S-040,16,Desktop,Playlist
E-02909,2026-04-24,Freitag,10:42,U-0030,S-064,216,Handy,Playlist
E-02910,2026-04-24,Freitag,11:06,U-0021,S-041,4,Desktop,Album
E-02911,2026-04-24,Freitag,11:19,U-0146,S-004,156,Smart Speaker,Playlist
E-02912,2026-04-24,Freitag,11:38,U-0170,S-114,197,Desktop,Album
E-02913,2026-04-24,Freitag,11:40,U-0132,S-083,200,Smartphone,Suche
E-02914,2026-04-24,Freitag,11:50,U-0078,S-062,302,Smart Speaker,Playlist
E-02915,2026-04-24,Freitag,12:43,U-0167,S-002,27,Desktop,Playlist
E-02916,2026-04-24,Freitag,12:57,U-0031,S-057,308,Desktop,Album
E-02917,2026-04-24,Freitag,14:15,U-0060,S-078,61,Handy,Playlist
E-02918,2026-04-24,Freitag,14:28,U-0161,S-064,100,Desktop,Playlist
E-02919,2026-04-24,Freitag,15:11,U-0194,S-078,208,Handy,Playlist
E-02920,2026-04-24,Freitag,15:36,U-0089,S-109,317,Handy,Suche
E-02921,2026-04-24,Freitag,15:54,U-0179,S-066,212,Desktop,Playlist
E-02922,2026-04-24,Freitag,16:02,U-0151,s-029,181,Tablet,Autoplay
E-02923,2026-04-24,Freitag,16:56,U-0021,S-002,152,Smart Speaker,Autoplay
E-02924,2026-04-24,Freitag,16:56,U-0083,S-041,189,Smart Speaker,Playlist
E-02925,2026-04-24,Freitag,17:02,U-0084,S-031,242,Smart Speaker,Album
E-02926,2026-04-24,Freitag,17:12,U-0095,S-064,241,Desktop,Album
E-02927,2026-04-24,Freitag,17:41,U-0120,S-078,90,Handy,Playlist
E-02928,2026-04-24,Freitag,17:48,U-0036,s-066,260,Tablet,Playlist
E-02929,2026-04-24,Freitag,17:49,U-0035,S-088,12,,Playlist
E-02930,2026-04-24,Freitag,17:54,U-0138,S-002,5,,Album
E-02931,2026-04-24,Freitag,18:42,U-0033,S-011,164,Handy,Playlist
E-02932,2026-04-24,Freitag,19:05,U-0179,S-002,25,Handy,Autoplay
E-02933,2026-04-24,Freitag,19:51,U-0105,S-066,44,Handy,Playlist
E-02934,2026-04-24,Freitag,19:53,U-0076,S-002,152,Handy,Album
E-02935,2026-04-24,Freitag,19:58,U-0069,S-050,332,Smart Speaker,Album
E-02936,2026-04-24,Freitag,20:07,U-0160,S-041,189,Desktop,Autoplay
E-02937,2026-04-24,Freitag,20:42,U-0070,S-084,9,Smart Speaker,Autoplay
E-02938,2026-04-24,Freitag,21:02,U-0116,S-041,150,Handy,Suche
E-02939,2026-04-24,Freitag,21:24,U-0053,S-021,16,Handy,Autoplay
E-02940,2026-04-24,Freitag,21:49,U-0143,S-021,223,Handy,Album
E-02941,2026-04-24,Freitag,21:50,U-0192,S-002,152,Smart Speaker,Playlist
E-02942,2026-04-24,Freitag,21:50,U-0185,s-002,120,Tablet,Suche
E-02943,2026-04-24,Freitag,22:54,U-0098,S-031,136,Handy,Suche
E-02944,2026-04-25,Samstag,02:26,U-0063,S-026,106,Handy,Album
E-02945,2026-04-25,Samstag,05:47,U-0049,S-041,189,Handy,Album
E-02946,2026-04-25,Samstag,07:02,U-0079,S-024,221,Handy,Autoplay
E-02947,2026-04-25,Samstag,07:06,U-0197,S-002,7,Handy,Autoplay
E-02948,2026-04-25,Samstag,07:58,U-0184,S-001,223,Desktop,Suche
E-02949,2026-04-25,Samstag,08:07,U-0032,S-085,253,Handy,Playlist
E-02950,2026-04-25,Samstag,08:55,U-0049,S-032,239,Handy,Suche
E-02951,2026-04-25,Samstag,10:08,U-0107,S-083,138,Handy,Autoplay
E-02952,2026-04-25,Samstag,10:08,U-0169,S-103,257,,Playlist
E-02953,2026-04-25,Samstag,11:38,U-0140,S-041,189,Handy,Autoplay
E-02954,2026-04-25,Samstag,11:49,U-0133,S-021,143,Smart Speaker,Autoplay
E-02955,2026-04-25,Samstag,11:51,U-0045,S-094,211,Handy,Suche
E-02956,2026-04-25,Samstag,12:44,U-0102,S-041,189,Desktop,Playlist
E-02957,2026-04-25,Samstag,15:01,U-0176,S-047,264,Smart Speaker,Album
E-02958,2026-04-25,Samstag,17:21,U-0176,S-067,252,Smart Speaker,Autoplay
E-02959,2026-04-25,Samstag,17:43,U-0010,s-064,241,Tablet,Suche
E-02960,2026-04-25,Samstag,18:34,U-0109,S-063,149,Smart Speaker,Playlist
E-02961,2026-04-25,Samstag,18:59,U-0112,S-092,161,Handy,Autoplay
E-02962,2026-04-25,Samstag,19:18,U-0051,S-091,216,Handy,Suche
E-02963,2026-04-25,Samstag,19:24,U-0129,S-066,88,Handy,Playlist
E-02964,2026-04-25,Samstag,19:29,U-0143,S-051,180,Handy,Playlist
E-02965,2026-04-25,Samstag,19:45,U-0147,S-002,29,Handy,Playlist
E-02966,2026-04-25,Samstag,20:02,U-0111,S-002,152,Handy,Playlist
E-02967,2026-04-25,Samstag,20:48,U-0049,S-041,189,Handy,Autoplay
E-02968,2026-04-25,Samstag,21:09,U-0023,S-115,10,Handy,Autoplay
E-02969,2026-04-25,Samstag,21:26,U-0033,s-029,181,Tablet,Playlist
E-02970,2026-04-25,Samstag,21:26,U-0146,S-002,152,Desktop,Playlist
E-02971,2026-04-25,Samstag,21:28,U-0152,S-032,9,,Playlist
E-02972,2026-04-25,Samstag,21:48,U-0049,S-002,152,Handy,Album
E-02973,2026-04-25,Samstag,21:50,U-0031,S-021,223,Handy,Autoplay
E-02974,2026-04-25,Samstag,22:19,,S-078,208,Handy,Suche
E-02975,2026-04-25,Samstag,22:33,U-0034,s-031,23,Tablet,Autoplay
E-02976,2026-04-25,Samstag,22:40,U-0128,s-037,18,Tablet,Album
E-02977,2026-04-25,Samstag,22:41,U-0070,S-002,38,Handy,Playlist
E-02978,2026-04-26,Sonntag,04:49,U-0008,s-096,196,Tablet,Playlist
E-02979,2026-04-26,Sonntag,07:59,U-0183,S-041,25,Handy,Playlist
E-02980,2026-04-26,Sonntag,08:15,U-0176,S-002,5,Handy,Autoplay
E-02981,2026-04-26,Sonntag,08:33,U-0085,S-041,189,Handy,Playlist
E-02982,2026-04-26,Sonntag,08:47,U-0107,S-033,24,Handy,Autoplay
E-02983,2026-04-26,Sonntag,08:49,U-0164,S-016,205,Smart Speaker,Album
E-02984,2026-04-26,Sonntag,09:33,U-0113,S-108,367,Desktop,Album
E-02985,2026-04-26,Sonntag,09:37,U-0079,S-031,242,Desktop,Album
E-02986,2026-04-26,Sonntag,09:54,U-0139,S-096,196,Handy,Suche
E-02987,2026-04-26,Sonntag,10:35,U-0086,S-119,331,Smart Speaker,Album
E-02988,2026-04-26,Sonntag,12:25,U-0049,s-041,189,Tablet,Playlist
E-02989,2026-04-26,Sonntag,12:36,U-0001,S-049,221,Smart Speaker,Suche
E-02990,2026-04-26,Sonntag,13:27,U-0170,S-120,442,Smart Speaker,Autoplay
E-02991,2026-04-26,Sonntag,14:39,U-0146,s-002,134,Tablet,Autoplay
E-02992,2026-04-26,Sonntag,15:42,U-0152,S-041,26,Smart Speaker,Album
E-02993,2026-04-26,Sonntag,15:45,U-0056,S-021,16,Handy,Autoplay
E-02994,2026-04-26,Sonntag,15:57,U-0119,S-048,81,,Playlist
E-02995,2026-04-26,Sonntag,17:05,U-0037,S-041,96,Smart Speaker,Playlist
E-02996,2026-04-26,Sonntag,17:15,U-0167,s-041,189,Tablet,Playlist
E-02997,2026-04-26,Sonntag,17:15,U-0128,S-011,128,Handy,Album
E-02998,2026-04-26,Sonntag,17:32,U-0068,S-064,241,Handy,Suche
E-02999,2026-04-26,Sonntag,18:04,U-0098,S-032,239,Smart Speaker,Autoplay
E-03000,2026-04-26,Sonntag,18:49,U-0124,S-031,194,Handy,Autoplay
E-03001,2026-04-26,Sonntag,18:54,U-0106,s-056,29,Tablet,Autoplay
E-03002,2026-04-26,Sonntag,19:08,U-0111,S-007,3,Smart Speaker,Album
E-03003,2026-04-26,Sonntag,19:21,U-0040,S-015,160,Smart Speaker,Playlist
E-03004,2026-04-26,Sonntag,19:23,U-0076,s-064,30,Tablet,Autoplay
E-03005,2026-04-26,Sonntag,20:19,U-0106,S-062,302,Desktop,Playlist
E-03006,2026-04-26,Sonntag,20:24,U-0044,S-041,3,Handy,Autoplay
E-03007,2026-04-26,Sonntag,20:38,U-0180,S-104,147,Handy,Suche
E-03008,2026-04-26,Sonntag,20:41,U-0151,s-021,223,Tablet,Playlist
E-03009,2026-04-26,Sonntag,20:42,U-0004,s-064,30,Tablet,Suche
E-03010,2026-04-26,Sonntag,20:43,U-0183,S-089,166,Handy,Playlist
E-03011,2026-04-26,Sonntag,21:15,U-0122,S-086,339,Handy,Playlist
E-03012,2026-04-26,Sonntag,21:16,U-0127,S-052,7,Smart Speaker,Autoplay
E-03013,2026-04-26,Sonntag,21:25,U-0117,S-061,318,Smart Speaker,Suche
E-03014,2026-04-26,Sonntag,21:35,U-0070,S-064,21,Smart Speaker,Autoplay
E-03015,2026-04-26,Sonntag,21:42,U-0079,S-116,281,Smart Speaker,Autoplay
E-03016,2026-04-26,Sonntag,21:42,U-0091,S-024,221,Desktop,Suche
E-03017,2026-04-26,Sonntag,21:44,U-0011,S-106,195,Smart Speaker,Autoplay
E-03018,2026-04-26,Sonntag,22:37,U-0002,S-064,241,Smart Speaker,Album
E-03019,2026-04-26,Sonntag,22:47,U-0017,S-021,125,,Suche
E-03020,2026-04-27,Montag,05:14,U-0105,s-078,90,Tablet,Autoplay
E-03021,2026-04-27,Montag,07:15,U-0043,s-115,12,Tablet,Autoplay
E-03022,2026-04-27,Montag,07:17,U-0176,S-078,208,Handy,Playlist
E-03023,2026-04-27,Montag,07:26,U-0025,S-104,201,,Autoplay
E-03024,2026-04-27,Montag,08:14,U-0141,S-031,19,Handy,Playlist
E-03025,2026-04-27,Montag,08:32,U-0148,S-086,4,Handy,Suche
E-03026,2026-04-27,Montag,09:28,U-0037,S-064,16,Desktop,Autoplay
E-03027,2026-04-27,Montag,09:42,U-0058,S-043,4,Handy,Suche
E-03028,2026-04-27,Montag,11:02,U-0058,S-021,223,Desktop,Playlist
E-03029,2026-04-27,Montag,11:49,U-0192,S-057,308,Desktop,Suche
E-03030,2026-04-27,Montag,12:25,U-0033,S-047,264,Desktop,Playlist
E-03031,2026-04-27,Montag,13:06,U-0088,s-064,106,Tablet,Playlist
E-03032,2026-04-27,Montag,13:39,U-0092,S-112,7,Handy,Playlist
E-03033,2026-04-27,Montag,14:02,U-0071,S-002,18,Desktop,Autoplay
E-03034,2026-04-27,Montag,15:56,U-0054,S-118,440,Desktop,Suche
E-03035,2026-04-27,Montag,16:47,U-0200,S-002,152,Handy,Playlist
E-03036,2026-04-27,Montag,16:53,U-0032,S-002,152,Desktop,Suche
E-03037,2026-04-27,Montag,17:26,U-0001,S-021,86,Smart Speaker,Autoplay
E-03038,2026-04-27,Montag,17:35,U-0084,S-056,204,Handy,Playlist
E-03039,2026-04-27,Montag,18:21,U-0020,s-086,19,Tablet,Autoplay
E-03040,2026-04-27,Montag,18:22,U-0111,S-064,241,Smart Speaker,Playlist
E-03041,2026-04-27,Montag,18:52,U-0189,S-086,339,,Album
E-03042,2026-04-27,Montag,18:56,U-0041,S-030,213,Handy,Album
E-03043,2026-04-27,Montag,19:16,U-0199,S-041,189,Handy,Autoplay
E-03044,2026-04-27,Montag,19:22,U-0038,S-093,11,Desktop,Autoplay
E-03045,2026-04-27,Montag,19:48,U-0095,S-062,302,Desktop,Playlist
E-03046,2026-04-27,Montag,20:08,U-0115,s-057,9999,Tablet,Playlist
E-03047,2026-04-27,Montag,20:31,U-0038,S-096,196,Handy,Playlist
E-03048,2026-04-27,Montag,22:38,U-0054,S-015,160,Handy,Playlist
E-03049,2026-04-28,Dienstag,00:05,U-0008,S-088,237,Handy,Album
E-03050,2026-04-28,Dienstag,07:22,,s-029,134,Tablet,Playlist
E-03051,2026-04-28,Dienstag,07:23,U-0054,S-078,122,Handy,Album
E-03052,2026-04-28,Dienstag,07:50,U-0049,S-009,19,Handy,Album
E-03053,2026-04-28,Dienstag,08:15,U-0200,S-002,152,Handy,Album
E-03054,2026-04-28,Dienstag,08:41,U-0040,S-002,152,Handy,Playlist
E-03055,2026-04-28,Dienstag,08:45,U-0175,S-057,308,Handy,Autoplay
E-03056,2026-04-28,Dienstag,11:06,U-0111,S-011,164,Handy,Playlist
E-03057,2026-04-28,Dienstag,11:07,U-0011,S-021,130,Desktop,Playlist
E-03058,2026-04-28,Dienstag,14:41,U-0058,S-005,167,Handy,Suche
E-03059,2026-04-28,Dienstag,16:11,U-0081,S-061,318,Desktop,Album
E-03060,2026-04-28,Dienstag,16:18,U-0036,S-116,291,Desktop,Playlist
E-03061,2026-04-28,Dienstag,16:20,U-0178,S-050,332,Handy,Playlist
E-03062,2026-04-28,Dienstag,16:29,U-0103,S-085,253,Desktop,Playlist
E-03063,2026-04-28,Dienstag,16:43,U-0008,S-051,6,Handy,Autoplay
E-03064,2026-04-28,Dienstag,17:46,U-0013,S-060,205,Handy,Suche
E-03065,2026-04-28,Dienstag,17:59,U-0170,S-083,200,Smart Speaker,Autoplay
E-03066,2026-04-28,Dienstag,18:33,U-0261,S-053,91,Smart Speaker,Playlist
E-03067,2026-04-28,Dienstag,19:38,U-0129,S-097,103,Smart Speaker,Playlist
E-03068,2026-04-28,Dienstag,19:53,U-0112,S-041,189,Handy,Playlist
E-03069,2026-04-28,Dienstag,20:10,U-0143,s-041,189,Tablet,Suche
E-03070,2026-04-28,Dienstag,20:39,U-0031,S-073,223,Desktop,Autoplay
E-03071,2026-04-28,Dienstag,20:43,U-0146,S-011,17,Handy,Suche
E-03072,2026-04-28,Dienstag,20:47,U-0108,S-002,152,Handy,Album
E-03073,2026-04-28,Dienstag,21:22,U-0250,S-002,152,Smart Speaker,Autoplay
E-03074,2026-04-28,Dienstag,21:40,U-0059,s-114,95,Tablet,Album
E-03075,2026-04-28,Dienstag,22:21,U-0014,s-089,230,Tablet,Album
E-03076,2026-04-28,Dienstag,23:02,U-0045,S-031,242,Handy,Suche
E-03077,2026-04-28,Dienstag,23:35,U-0037,s-020,162,Tablet,Playlist
E-03078,2026-04-29,Mittwoch,00:49,U-0200,S-041,189,Handy,Suche
E-03079,2026-04-29,Mittwoch,07:18,U-0138,S-074,281,Handy,Playlist
E-03080,2026-04-29,Mittwoch,07:29,U-0189,S-062,20,Handy,Autoplay
E-03081,2026-04-29,Mittwoch,07:58,U-0101,S-012,212,Handy,Suche
E-03082,2026-04-29,Mittwoch,09:42,U-0097,S-100,188,,Album
E-03083,2026-04-29,Mittwoch,09:44,U-0142,S-021,223,,Playlist
E-03084,2026-04-29,Mittwoch,11:10,U-0179,S-075,18,Handy,Autoplay
